Year,Month,ISHMT,Area,All Hospital Discharges,"Hospital Discharges Per 1,000 Population"
2018,12,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Cork,175,0.294966854
2019,1,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Cork,217,0.365758899
2019,2,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Cork,150,0.252828732
2019,3,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Cork,164,0.276426081
2019,4,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Cork,159,0.267998456
2019,5,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Cork,140,0.235973483
2019,6,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Cork,130,0.219118235
2019,7,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Cork,121,0.203948511
2019,8,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Cork,121,0.203948511
2019,9,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Cork,152,0.256199782
2019,10,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Cork,134,0.225860334
2019,11,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Cork,133,0.224174809
2019,12,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Cork,160,0.269683981
2020,1,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Cork,174,0.293281329
2020,2,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Cork,156,0.262941881
2020,3,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Cork,166,0.27979713
2020,4,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Cork,99,0.166866963
2020,5,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Cork,100,0.168552488
2020,6,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Cork,95,0.160124864
2020,7,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Cork,106,0.178665637
2020,8,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Cork,93,0.156753814
2020,9,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Cork,85,0.143269615
2020,10,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Cork,119,0.200577461
2020,11,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Cork,94,0.158439339
2020,12,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Cork,108,0.182036687
2021,1,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Cork,81,0.136527515
2021,2,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Cork,59,0.099445968
2021,3,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Cork,100,0.168552488
2021,4,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Cork,86,0.14495514
2021,5,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Cork,98,0.165181438
2021,6,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Cork,111,0.187093262
2021,7,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Cork,80,0.134841991
2021,8,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Cork,86,0.14495514
2021,9,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Cork,101,0.170238013
2021,10,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Cork,91,0.153382764
2021,11,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Cork,104,0.175294588
2021,12,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Cork,108,0.182036687
2022,1,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Cork,102,0.171923538
2022,2,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Cork,113,0.190464312
2022,3,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Cork,99,0.166866963
2022,4,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Cork,110,0.185407737
2022,5,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Cork,107,0.180351162
2022,6,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Cork,133,0.224174809
2022,7,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Cork,97,0.163495913
2022,8,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Cork,99,0.166866963
2022,9,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Cork,101,0.170238013
2022,10,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Cork,90,0.151697239
2022,11,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Cork,119,0.200577461
2022,12,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Cork,119,0.200577461
2023,1,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Cork,124,0.209005085
2023,2,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Cork,106,0.178665637
2023,3,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Cork,127,0.21406166
2023,4,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Cork,104,0.175294588
2023,5,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Cork,112,0.188778787
2023,6,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Cork,113,0.190464312
2023,7,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Cork,107,0.180351162
2023,8,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Cork,113,0.190464312
2023,9,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Cork,116,0.195520886
2023,10,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Cork,127,0.21406166
2023,11,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Cork,122,0.205634036
2023,12,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Cork,165,0.278111605
2017,1,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,486,0.323686671
2017,2,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,393,0.261746629
2017,3,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,428,0.285057398
2017,4,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,336,0.223783378
2017,5,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,393,0.261746629
2017,6,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,370,0.246428124
2017,7,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,396,0.263744695
2017,8,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,380,0.253088344
2017,9,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,361,0.240433927
2017,10,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,385,0.256418454
2017,11,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,403,0.268406849
2017,12,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,504,0.335675067
2018,1,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,565,0.376302406
2018,2,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,447,0.297711815
2018,3,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,440,0.293049661
2018,4,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,415,0.276399112
2018,5,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,424,0.28239331
2018,6,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,405,0.269738893
2018,7,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,433,0.288387508
2018,8,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,389,0.259082541
2018,9,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,365,0.243098015
2018,10,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,397,0.264410717
2018,11,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,406,0.270404915
2018,12,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,406,0.270404915
2019,1,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,523,0.348329484
2019,2,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,404,0.269072871
2019,3,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,399,0.265742761
2019,4,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,391,0.260414585
2019,5,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,418,0.278397178
2019,6,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,337,0.2244494
2019,7,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,350,0.233107685
2019,8,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,358,0.238435861
2019,9,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,330,0.219787246
2019,10,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,436,0.290385573
2019,11,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,403,0.268406849
2019,12,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,441,0.293715683
2020,1,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,423,0.281727288
2020,2,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,326,0.217123158
2020,3,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,359,0.239101883
2020,4,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,219,0.145858809
2020,5,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,226,0.150520962
2020,6,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,216,0.143860743
2020,7,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,241,0.160511292
2020,8,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,276,0.18382206
2020,9,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,312,0.207798851
2020,10,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,293,0.195144434
2020,11,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,252,0.167837533
2020,12,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,290,0.193146368
2021,1,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,187,0.124546106
2021,2,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,177,0.117885887
2021,3,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,241,0.160511292
2021,4,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,269,0.179159907
2021,5,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,296,0.197142499
2021,6,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,292,0.194478412
2021,7,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,333,0.221785312
2021,8,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,278,0.185154104
2021,9,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,301,0.200472609
2021,10,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,320,0.213127026
2021,11,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,326,0.217123158
2021,12,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,288,0.191814324
2022,1,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,255,0.169835599
2022,2,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,257,0.171167643
2022,3,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,321,0.213793048
2022,4,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,324,0.215791114
2022,5,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,396,0.263744695
2022,6,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,329,0.219121224
2022,7,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,301,0.200472609
2022,8,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,285,0.189816258
2022,9,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,321,0.213793048
2022,10,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,330,0.219787246
2022,11,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,372,0.247760168
2022,12,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,353,0.235105751
2023,1,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,459,0.305704079
2023,2,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,376,0.250424256
2023,3,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,404,0.269072871
2023,4,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,361,0.240433927
2023,5,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,428,0.285057398
2023,6,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,361,0.240433927
2023,7,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,345,0.229777575
2023,8,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,349,0.232441663
2023,9,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,319,0.212461004
2023,10,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,354,0.235771773
2023,11,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,394,0.262412651
2023,12,"Chronic obstructive pulmonary disease & bronchiectasis (J40-J44, J47)",Co. Dublin,354,0.235771773
2017,1,Other acute lower respiratory infections (J20-J22),Co. Cork,300,0.505657464
2017,2,Other acute lower respiratory infections (J20-J22),Co. Cork,139,0.234287958
2017,3,Other acute lower respiratory infections (J20-J22),Co. Cork,141,0.237659008
2017,4,Other acute lower respiratory infections (J20-J22),Co. Cork,153,0.257885307
2017,5,Other acute lower respiratory infections (J20-J22),Co. Cork,148,0.249457682
2017,6,Other acute lower respiratory infections (J20-J22),Co. Cork,122,0.205634036
2017,7,Other acute lower respiratory infections (J20-J22),Co. Cork,86,0.14495514
2017,8,Other acute lower respiratory infections (J20-J22),Co. Cork,102,0.171923538
2017,9,Other acute lower respiratory infections (J20-J22),Co. Cork,108,0.182036687
2017,10,Other acute lower respiratory infections (J20-J22),Co. Cork,122,0.205634036
2017,11,Other acute lower respiratory infections (J20-J22),Co. Cork,156,0.262941881
2017,12,Other acute lower respiratory infections (J20-J22),Co. Cork,243,0.409582546
2018,1,Other acute lower respiratory infections (J20-J22),Co. Cork,228,0.384299673
2018,2,Other acute lower respiratory infections (J20-J22),Co. Cork,158,0.266312931
2018,3,Other acute lower respiratory infections (J20-J22),Co. Cork,141,0.237659008
2018,4,Other acute lower respiratory infections (J20-J22),Co. Cork,146,0.246086633
2018,5,Other acute lower respiratory infections (J20-J22),Co. Cork,124,0.209005085
2018,6,Other acute lower respiratory infections (J20-J22),Co. Cork,108,0.182036687
2018,7,Other acute lower respiratory infections (J20-J22),Co. Cork,100,0.168552488
2018,8,Other acute lower respiratory infections (J20-J22),Co. Cork,100,0.168552488
2018,9,Other acute lower respiratory infections (J20-J22),Co. Cork,107,0.180351162
2018,10,Other acute lower respiratory infections (J20-J22),Co. Cork,147,0.247772158
2018,11,Other acute lower respiratory infections (J20-J22),Co. Cork,171,0.288224755
2018,12,Other acute lower respiratory infections (J20-J22),Co. Cork,278,0.468575917
2019,1,Other acute lower respiratory infections (J20-J22),Co. Cork,226,0.380928623
2019,2,Other acute lower respiratory infections (J20-J22),Co. Cork,158,0.266312931
2019,3,Other acute lower respiratory infections (J20-J22),Co. Cork,112,0.188778787
2019,4,Other acute lower respiratory infections (J20-J22),Co. Cork,132,0.222489284
2019,5,Other acute lower respiratory infections (J20-J22),Co. Cork,108,0.182036687
2019,6,Other acute lower respiratory infections (J20-J22),Co. Cork,89,0.150011714
2019,7,Other acute lower respiratory infections (J20-J22),Co. Cork,99,0.166866963
2019,8,Other acute lower respiratory infections (J20-J22),Co. Cork,90,0.151697239
2019,9,Other acute lower respiratory infections (J20-J22),Co. Cork,101,0.170238013
2019,10,Other acute lower respiratory infections (J20-J22),Co. Cork,113,0.190464312
2019,11,Other acute lower respiratory infections (J20-J22),Co. Cork,139,0.234287958
2019,12,Other acute lower respiratory infections (J20-J22),Co. Cork,249,0.419695695
2020,1,Other acute lower respiratory infections (J20-J22),Co. Cork,206,0.347218126
2020,2,Other acute lower respiratory infections (J20-J22),Co. Cork,198,0.333733926
2020,3,Other acute lower respiratory infections (J20-J22),Co. Cork,147,0.247772158
2020,4,Other acute lower respiratory infections (J20-J22),Co. Cork,74,0.124728841
2020,5,Other acute lower respiratory infections (J20-J22),Co. Cork,54,0.091018344
2020,6,Other acute lower respiratory infections (J20-J22),Co. Cork,44,0.074163095
2020,7,Other acute lower respiratory infections (J20-J22),Co. Cork,58,0.097760443
2020,8,Other acute lower respiratory infections (J20-J22),Co. Cork,55,0.092703868
2020,9,Other acute lower respiratory infections (J20-J22),Co. Cork,80,0.134841991
2020,10,Other acute lower respiratory infections (J20-J22),Co. Cork,77,0.129785416
2020,11,Other acute lower respiratory infections (J20-J22),Co. Cork,52,0.087647294
2020,12,Other acute lower respiratory infections (J20-J22),Co. Cork,63,0.106188068
2021,1,Other acute lower respiratory infections (J20-J22),Co. Cork,54,0.091018344
2021,2,Other acute lower respiratory infections (J20-J22),Co. Cork,40,0.067420995
2021,3,Other acute lower respiratory infections (J20-J22),Co. Cork,34,0.057307846
2021,4,Other acute lower respiratory infections (J20-J22),Co. Cork,49,0.082590719
2021,5,Other acute lower respiratory infections (J20-J22),Co. Cork,55,0.092703868
2021,6,Other acute lower respiratory infections (J20-J22),Co. Cork,47,0.079219669
2021,7,Other acute lower respiratory infections (J20-J22),Co. Cork,57,0.096074918
2021,8,Other acute lower respiratory infections (J20-J22),Co. Cork,55,0.092703868
2021,9,Other acute lower respiratory infections (J20-J22),Co. Cork,94,0.158439339
2021,10,Other acute lower respiratory infections (J20-J22),Co. Cork,141,0.237659008
2021,11,Other acute lower respiratory infections (J20-J22),Co. Cork,134,0.225860334
2021,12,Other acute lower respiratory infections (J20-J22),Co. Cork,106,0.178665637
2022,1,Other acute lower respiratory infections (J20-J22),Co. Cork,57,0.096074918
2022,2,Other acute lower respiratory infections (J20-J22),Co. Cork,64,0.107873592
2022,3,Other acute lower respiratory infections (J20-J22),Co. Cork,72,0.121357791
2022,4,Other acute lower respiratory infections (J20-J22),Co. Cork,61,0.102817018
2022,5,Other acute lower respiratory infections (J20-J22),Co. Cork,79,0.133156466
2022,6,Other acute lower respiratory infections (J20-J22),Co. Cork,66,0.111244642
2022,7,Other acute lower respiratory infections (J20-J22),Co. Cork,63,0.106188068
2022,8,Other acute lower respiratory infections (J20-J22),Co. Cork,53,0.089332819
2022,9,Other acute lower respiratory infections (J20-J22),Co. Cork,77,0.129785416
2022,10,Other acute lower respiratory infections (J20-J22),Co. Cork,120,0.202262986
2022,11,Other acute lower respiratory infections (J20-J22),Co. Cork,176,0.296652379
2022,12,Other acute lower respiratory infections (J20-J22),Co. Cork,165,0.278111605
2023,1,Other acute lower respiratory infections (J20-J22),Co. Cork,111,0.187093262
2023,2,Other acute lower respiratory infections (J20-J22),Co. Cork,89,0.150011714
2023,3,Other acute lower respiratory infections (J20-J22),Co. Cork,117,0.197206411
2023,4,Other acute lower respiratory infections (J20-J22),Co. Cork,89,0.150011714
2023,5,Other acute lower respiratory infections (J20-J22),Co. Cork,79,0.133156466
2023,6,Other acute lower respiratory infections (J20-J22),Co. Cork,71,0.119672267
2023,7,Other acute lower respiratory infections (J20-J22),Co. Cork,77,0.129785416
2023,8,Other acute lower respiratory infections (J20-J22),Co. Cork,74,0.124728841
2023,9,Other acute lower respiratory infections (J20-J22),Co. Cork,82,0.13821304
2023,10,Other acute lower respiratory infections (J20-J22),Co. Cork,105,0.176980113
2023,11,Other acute lower respiratory infections (J20-J22),Co. Cork,188,0.316878678
2023,12,Other acute lower respiratory infections (J20-J22),Co. Cork,163,0.274740556
2017,1,Other acute lower respiratory infections (J20-J22),Co. Dublin,460,0.3063701
2017,2,Other acute lower respiratory infections (J20-J22),Co. Dublin,301,0.200472609
2017,3,Other acute lower respiratory infections (J20-J22),Co. Dublin,270,0.179825929
2017,4,Other acute lower respiratory infections (J20-J22),Co. Dublin,238,0.158513226
2017,5,Other acute lower respiratory infections (J20-J22),Co. Dublin,251,0.167171511
2017,6,Other acute lower respiratory infections (J20-J22),Co. Dublin,248,0.165173445
2017,7,Other acute lower respiratory infections (J20-J22),Co. Dublin,167,0.111225667
2017,8,Other acute lower respiratory infections (J20-J22),Co. Dublin,179,0.11921793
2017,9,Other acute lower respiratory infections (J20-J22),Co. Dublin,239,0.159179248
2017,10,Other acute lower respiratory infections (J20-J22),Co. Dublin,239,0.159179248
2017,11,Other acute lower respiratory infections (J20-J22),Co. Dublin,342,0.227779509
2017,12,Other acute lower respiratory infections (J20-J22),Co. Dublin,565,0.376302406
2018,1,Other acute lower respiratory infections (J20-J22),Co. Dublin,480,0.31969054
2018,2,Other acute lower respiratory infections (J20-J22),Co. Dublin,283,0.188484214
2018,3,Other acute lower respiratory infections (J20-J22),Co. Dublin,292,0.194478412
2018,4,Other acute lower respiratory infections (J20-J22),Co. Dublin,251,0.167171511
2018,5,Other acute lower respiratory infections (J20-J22),Co. Dublin,236,0.157181182
2018,6,Other acute lower respiratory infections (J20-J22),Co. Dublin,206,0.137200523
2018,7,Other acute lower respiratory infections (J20-J22),Co. Dublin,156,0.103899425
2018,8,Other acute lower respiratory infections (J20-J22),Co. Dublin,163,0.108561579
2018,9,Other acute lower respiratory infections (J20-J22),Co. Dublin,195,0.129874282
2018,10,Other acute lower respiratory infections (J20-J22),Co. Dublin,254,0.169169577
2018,11,Other acute lower respiratory infections (J20-J22),Co. Dublin,356,0.237103817
2018,12,Other acute lower respiratory infections (J20-J22),Co. Dublin,529,0.352325616
2019,1,Other acute lower respiratory infections (J20-J22),Co. Dublin,404,0.269072871
2019,2,Other acute lower respiratory infections (J20-J22),Co. Dublin,287,0.191148302
2019,3,Other acute lower respiratory infections (J20-J22),Co. Dublin,263,0.175163775
2019,4,Other acute lower respiratory infections (J20-J22),Co. Dublin,238,0.158513226
2019,5,Other acute lower respiratory infections (J20-J22),Co. Dublin,197,0.131206326
2019,6,Other acute lower respiratory infections (J20-J22),Co. Dublin,165,0.109893623
2019,7,Other acute lower respiratory infections (J20-J22),Co. Dublin,170,0.113223733
2019,8,Other acute lower respiratory infections (J20-J22),Co. Dublin,146,0.097239206
2019,9,Other acute lower respiratory infections (J20-J22),Co. Dublin,186,0.123880084
2019,10,Other acute lower respiratory infections (J20-J22),Co. Dublin,251,0.167171511
2019,11,Other acute lower respiratory infections (J20-J22),Co. Dublin,395,0.263078673
2019,12,Other acute lower respiratory infections (J20-J22),Co. Dublin,550,0.366312077
2020,1,Other acute lower respiratory infections (J20-J22),Co. Dublin,303,0.201804653
2020,2,Other acute lower respiratory infections (J20-J22),Co. Dublin,204,0.135868479
2020,3,Other acute lower respiratory infections (J20-J22),Co. Dublin,245,0.16317538
2020,4,Other acute lower respiratory infections (J20-J22),Co. Dublin,155,0.103233403
2020,5,Other acute lower respiratory infections (J20-J22),Co. Dublin,96,0.063938108
2020,6,Other acute lower respiratory infections (J20-J22),Co. Dublin,87,0.05794391
2020,7,Other acute lower respiratory infections (J20-J22),Co. Dublin,113,0.075260481
2020,8,Other acute lower respiratory infections (J20-J22),Co. Dublin,88,0.058609932
2020,9,Other acute lower respiratory infections (J20-J22),Co. Dublin,129,0.085916833
2020,10,Other acute lower respiratory infections (J20-J22),Co. Dublin,126,0.083918767
2020,11,Other acute lower respiratory infections (J20-J22),Co. Dublin,117,0.077924569
2020,12,Other acute lower respiratory infections (J20-J22),Co. Dublin,109,0.072596393
2021,1,Other acute lower respiratory infections (J20-J22),Co. Dublin,95,0.063272086
2021,2,Other acute lower respiratory infections (J20-J22),Co. Dublin,71,0.047287559
2021,3,Other acute lower respiratory infections (J20-J22),Co. Dublin,96,0.063938108
2021,4,Other acute lower respiratory infections (J20-J22),Co. Dublin,92,0.06127402
2021,5,Other acute lower respiratory infections (J20-J22),Co. Dublin,114,0.075926503
2021,6,Other acute lower respiratory infections (J20-J22),Co. Dublin,105,0.069932306
2021,7,Other acute lower respiratory infections (J20-J22),Co. Dublin,131,0.087248876
2021,8,Other acute lower respiratory infections (J20-J22),Co. Dublin,115,0.076592525
2021,9,Other acute lower respiratory infections (J20-J22),Co. Dublin,219,0.145858809
2021,10,Other acute lower respiratory infections (J20-J22),Co. Dublin,400,0.266408783
2021,11,Other acute lower respiratory infections (J20-J22),Co. Dublin,442,0.294381705
2021,12,Other acute lower respiratory infections (J20-J22),Co. Dublin,303,0.201804653
2022,1,Other acute lower respiratory infections (J20-J22),Co. Dublin,174,0.115887821
2022,2,Other acute lower respiratory infections (J20-J22),Co. Dublin,170,0.113223733
2022,3,Other acute lower respiratory infections (J20-J22),Co. Dublin,184,0.12254804
2022,4,Other acute lower respiratory infections (J20-J22),Co. Dublin,195,0.129874282
2022,5,Other acute lower respiratory infections (J20-J22),Co. Dublin,189,0.12587815
