Year,Month,ISHMT,Area,All Hospital Discharges,"Hospital Discharges Per 1,000 Population"
2022,6,Other acute lower respiratory infections (J20-J22),Co. Dublin,200,0.133204392
2022,7,Other acute lower respiratory infections (J20-J22),Co. Dublin,175,0.116553843
2022,8,Other acute lower respiratory infections (J20-J22),Co. Dublin,149,0.099237272
2022,9,Other acute lower respiratory infections (J20-J22),Co. Dublin,203,0.135202457
2022,10,Other acute lower respiratory infections (J20-J22),Co. Dublin,390,0.259748563
2022,11,Other acute lower respiratory infections (J20-J22),Co. Dublin,530,0.352991637
2022,12,Other acute lower respiratory infections (J20-J22),Co. Dublin,405,0.269738893
2023,1,Other acute lower respiratory infections (J20-J22),Co. Dublin,376,0.250424256
2023,2,Other acute lower respiratory infections (J20-J22),Co. Dublin,263,0.175163775
2023,3,Other acute lower respiratory infections (J20-J22),Co. Dublin,294,0.195810456
2023,4,Other acute lower respiratory infections (J20-J22),Co. Dublin,272,0.181157972
2023,5,Other acute lower respiratory infections (J20-J22),Co. Dublin,249,0.165839467
2023,6,Other acute lower respiratory infections (J20-J22),Co. Dublin,192,0.127876216
2023,7,Other acute lower respiratory infections (J20-J22),Co. Dublin,180,0.119883952
2023,8,Other acute lower respiratory infections (J20-J22),Co. Dublin,174,0.115887821
2023,9,Other acute lower respiratory infections (J20-J22),Co. Dublin,191,0.127210194
2023,10,Other acute lower respiratory infections (J20-J22),Co. Dublin,333,0.221785312
2023,11,Other acute lower respiratory infections (J20-J22),Co. Dublin,625,0.416263723
2023,12,Other acute lower respiratory infections (J20-J22),Co. Dublin,480,0.31969054
2017,1,Other diseases of the respiratory system (J60-J99),Co. Cork,70,0.117986742
2017,2,Other diseases of the respiratory system (J60-J99),Co. Cork,57,0.096074918
2017,3,Other diseases of the respiratory system (J60-J99),Co. Cork,79,0.133156466
2017,4,Other diseases of the respiratory system (J60-J99),Co. Cork,68,0.114615692
2017,5,Other diseases of the respiratory system (J60-J99),Co. Cork,62,0.104502543
2017,6,Other diseases of the respiratory system (J60-J99),Co. Cork,58,0.097760443
2017,7,Other diseases of the respiratory system (J60-J99),Co. Cork,73,0.123043316
2017,8,Other diseases of the respiratory system (J60-J99),Co. Cork,76,0.128099891
2017,9,Other diseases of the respiratory system (J60-J99),Co. Cork,54,0.091018344
2017,10,Other diseases of the respiratory system (J60-J99),Co. Cork,75,0.126414366
2017,11,Other diseases of the respiratory system (J60-J99),Co. Cork,76,0.128099891
2017,12,Other diseases of the respiratory system (J60-J99),Co. Cork,81,0.136527515
2018,1,Other diseases of the respiratory system (J60-J99),Co. Cork,83,0.139898565
2018,2,Other diseases of the respiratory system (J60-J99),Co. Cork,62,0.104502543
2018,3,Other diseases of the respiratory system (J60-J99),Co. Cork,64,0.107873592
2018,4,Other diseases of the respiratory system (J60-J99),Co. Cork,65,0.109559117
2018,5,Other diseases of the respiratory system (J60-J99),Co. Cork,72,0.121357791
2018,6,Other diseases of the respiratory system (J60-J99),Co. Cork,59,0.099445968
2018,7,Other diseases of the respiratory system (J60-J99),Co. Cork,75,0.126414366
2018,8,Other diseases of the respiratory system (J60-J99),Co. Cork,66,0.111244642
2018,9,Other diseases of the respiratory system (J60-J99),Co. Cork,65,0.109559117
2018,10,Other diseases of the respiratory system (J60-J99),Co. Cork,82,0.13821304
2018,11,Other diseases of the respiratory system (J60-J99),Co. Cork,100,0.168552488
2018,12,Other diseases of the respiratory system (J60-J99),Co. Cork,69,0.116301217
2019,1,Other diseases of the respiratory system (J60-J99),Co. Cork,80,0.134841991
2019,2,Other diseases of the respiratory system (J60-J99),Co. Cork,78,0.131470941
2019,3,Other diseases of the respiratory system (J60-J99),Co. Cork,82,0.13821304
2019,4,Other diseases of the respiratory system (J60-J99),Co. Cork,82,0.13821304
2019,5,Other diseases of the respiratory system (J60-J99),Co. Cork,79,0.133156466
2019,6,Other diseases of the respiratory system (J60-J99),Co. Cork,75,0.126414366
2019,7,Other diseases of the respiratory system (J60-J99),Co. Cork,94,0.158439339
2019,8,Other diseases of the respiratory system (J60-J99),Co. Cork,73,0.123043316
2019,9,Other diseases of the respiratory system (J60-J99),Co. Cork,89,0.150011714
2019,10,Other diseases of the respiratory system (J60-J99),Co. Cork,70,0.117986742
2019,11,Other diseases of the respiratory system (J60-J99),Co. Cork,99,0.166866963
2019,12,Other diseases of the respiratory system (J60-J99),Co. Cork,100,0.168552488
2020,1,Other diseases of the respiratory system (J60-J99),Co. Cork,87,0.146640665
2020,2,Other diseases of the respiratory system (J60-J99),Co. Cork,84,0.14158409
2020,3,Other diseases of the respiratory system (J60-J99),Co. Cork,102,0.171923538
2020,4,Other diseases of the respiratory system (J60-J99),Co. Cork,68,0.114615692
2020,5,Other diseases of the respiratory system (J60-J99),Co. Cork,74,0.124728841
2020,6,Other diseases of the respiratory system (J60-J99),Co. Cork,77,0.129785416
2020,7,Other diseases of the respiratory system (J60-J99),Co. Cork,90,0.151697239
2020,8,Other diseases of the respiratory system (J60-J99),Co. Cork,70,0.117986742
2020,9,Other diseases of the respiratory system (J60-J99),Co. Cork,75,0.126414366
2020,10,Other diseases of the respiratory system (J60-J99),Co. Cork,74,0.124728841
2020,11,Other diseases of the respiratory system (J60-J99),Co. Cork,78,0.131470941
2020,12,Other diseases of the respiratory system (J60-J99),Co. Cork,89,0.150011714
2021,1,Other diseases of the respiratory system (J60-J99),Co. Cork,70,0.117986742
2021,2,Other diseases of the respiratory system (J60-J99),Co. Cork,76,0.128099891
2021,3,Other diseases of the respiratory system (J60-J99),Co. Cork,80,0.134841991
2021,4,Other diseases of the respiratory system (J60-J99),Co. Cork,90,0.151697239
2021,5,Other diseases of the respiratory system (J60-J99),Co. Cork,74,0.124728841
2021,6,Other diseases of the respiratory system (J60-J99),Co. Cork,90,0.151697239
2021,7,Other diseases of the respiratory system (J60-J99),Co. Cork,110,0.185407737
2021,8,Other diseases of the respiratory system (J60-J99),Co. Cork,100,0.168552488
2021,9,Other diseases of the respiratory system (J60-J99),Co. Cork,91,0.153382764
2021,10,Other diseases of the respiratory system (J60-J99),Co. Cork,98,0.165181438
2021,11,Other diseases of the respiratory system (J60-J99),Co. Cork,94,0.158439339
2021,12,Other diseases of the respiratory system (J60-J99),Co. Cork,84,0.14158409
2022,1,Other diseases of the respiratory system (J60-J99),Co. Cork,76,0.128099891
2022,2,Other diseases of the respiratory system (J60-J99),Co. Cork,78,0.131470941
2022,3,Other diseases of the respiratory system (J60-J99),Co. Cork,85,0.143269615
2022,4,Other diseases of the respiratory system (J60-J99),Co. Cork,91,0.153382764
2022,5,Other diseases of the respiratory system (J60-J99),Co. Cork,84,0.14158409
2022,6,Other diseases of the respiratory system (J60-J99),Co. Cork,85,0.143269615
2022,7,Other diseases of the respiratory system (J60-J99),Co. Cork,86,0.14495514
2022,8,Other diseases of the respiratory system (J60-J99),Co. Cork,103,0.173609063
2022,9,Other diseases of the respiratory system (J60-J99),Co. Cork,80,0.134841991
2022,10,Other diseases of the respiratory system (J60-J99),Co. Cork,78,0.131470941
2022,11,Other diseases of the respiratory system (J60-J99),Co. Cork,89,0.150011714
2022,12,Other diseases of the respiratory system (J60-J99),Co. Cork,93,0.156753814
2023,1,Other diseases of the respiratory system (J60-J99),Co. Cork,98,0.165181438
2023,2,Other diseases of the respiratory system (J60-J99),Co. Cork,83,0.139898565
2023,3,Other diseases of the respiratory system (J60-J99),Co. Cork,95,0.160124864
2023,4,Other diseases of the respiratory system (J60-J99),Co. Cork,95,0.160124864
2023,5,Other diseases of the respiratory system (J60-J99),Co. Cork,101,0.170238013
2023,6,Other diseases of the respiratory system (J60-J99),Co. Cork,94,0.158439339
2023,7,Other diseases of the respiratory system (J60-J99),Co. Cork,70,0.117986742
2023,8,Other diseases of the respiratory system (J60-J99),Co. Cork,79,0.133156466
2023,9,Other diseases of the respiratory system (J60-J99),Co. Cork,93,0.156753814
2023,10,Other diseases of the respiratory system (J60-J99),Co. Cork,87,0.146640665
2023,11,Other diseases of the respiratory system (J60-J99),Co. Cork,140,0.235973483
2023,12,Other diseases of the respiratory system (J60-J99),Co. Cork,92,0.155068289
2017,1,Other diseases of the respiratory system (J60-J99),Co. Dublin,165,0.109893623
2017,2,Other diseases of the respiratory system (J60-J99),Co. Dublin,160,0.106563513
2017,3,Other diseases of the respiratory system (J60-J99),Co. Dublin,170,0.113223733
2017,4,Other diseases of the respiratory system (J60-J99),Co. Dublin,166,0.110559645
2017,5,Other diseases of the respiratory system (J60-J99),Co. Dublin,167,0.111225667
2017,6,Other diseases of the respiratory system (J60-J99),Co. Dublin,173,0.115221799
2017,7,Other diseases of the respiratory system (J60-J99),Co. Dublin,133,0.08858092
2017,8,Other diseases of the respiratory system (J60-J99),Co. Dublin,190,0.126544172
2017,9,Other diseases of the respiratory system (J60-J99),Co. Dublin,170,0.113223733
2017,10,Other diseases of the respiratory system (J60-J99),Co. Dublin,181,0.120549974
2017,11,Other diseases of the respiratory system (J60-J99),Co. Dublin,195,0.129874282
2017,12,Other diseases of the respiratory system (J60-J99),Co. Dublin,169,0.112557711
2018,1,Other diseases of the respiratory system (J60-J99),Co. Dublin,179,0.11921793
2018,2,Other diseases of the respiratory system (J60-J99),Co. Dublin,137,0.091245008
2018,3,Other diseases of the respiratory system (J60-J99),Co. Dublin,176,0.117219865
2018,4,Other diseases of the respiratory system (J60-J99),Co. Dublin,151,0.100569316
2018,5,Other diseases of the respiratory system (J60-J99),Co. Dublin,197,0.131206326
2018,6,Other diseases of the respiratory system (J60-J99),Co. Dublin,188,0.125212128
2018,7,Other diseases of the respiratory system (J60-J99),Co. Dublin,162,0.107895557
2018,8,Other diseases of the respiratory system (J60-J99),Co. Dublin,141,0.093909096
2018,9,Other diseases of the respiratory system (J60-J99),Co. Dublin,180,0.119883952
2018,10,Other diseases of the respiratory system (J60-J99),Co. Dublin,191,0.127210194
2018,11,Other diseases of the respiratory system (J60-J99),Co. Dublin,164,0.109227601
2018,12,Other diseases of the respiratory system (J60-J99),Co. Dublin,149,0.099237272
2019,1,Other diseases of the respiratory system (J60-J99),Co. Dublin,191,0.127210194
2019,2,Other diseases of the respiratory system (J60-J99),Co. Dublin,170,0.113223733
2019,3,Other diseases of the respiratory system (J60-J99),Co. Dublin,165,0.109893623
2019,4,Other diseases of the respiratory system (J60-J99),Co. Dublin,176,0.117219865
2019,5,Other diseases of the respiratory system (J60-J99),Co. Dublin,172,0.114555777
2019,6,Other diseases of the respiratory system (J60-J99),Co. Dublin,159,0.105897491
2019,7,Other diseases of the respiratory system (J60-J99),Co. Dublin,200,0.133204392
2019,8,Other diseases of the respiratory system (J60-J99),Co. Dublin,161,0.107229535
2019,9,Other diseases of the respiratory system (J60-J99),Co. Dublin,165,0.109893623
2019,10,Other diseases of the respiratory system (J60-J99),Co. Dublin,176,0.117219865
2019,11,Other diseases of the respiratory system (J60-J99),Co. Dublin,208,0.138532567
2019,12,Other diseases of the respiratory system (J60-J99),Co. Dublin,176,0.117219865
2020,1,Other diseases of the respiratory system (J60-J99),Co. Dublin,167,0.111225667
2020,2,Other diseases of the respiratory system (J60-J99),Co. Dublin,181,0.120549974
2020,3,Other diseases of the respiratory system (J60-J99),Co. Dublin,171,0.113889755
2020,4,Other diseases of the respiratory system (J60-J99),Co. Dublin,159,0.105897491
2020,5,Other diseases of the respiratory system (J60-J99),Co. Dublin,121,0.080588657
2020,6,Other diseases of the respiratory system (J60-J99),Co. Dublin,137,0.091245008
2020,7,Other diseases of the respiratory system (J60-J99),Co. Dublin,162,0.107895557
2020,8,Other diseases of the respiratory system (J60-J99),Co. Dublin,146,0.097239206
2020,9,Other diseases of the respiratory system (J60-J99),Co. Dublin,198,0.131872348
2020,10,Other diseases of the respiratory system (J60-J99),Co. Dublin,164,0.109227601
2020,11,Other diseases of the respiratory system (J60-J99),Co. Dublin,167,0.111225667
2020,12,Other diseases of the respiratory system (J60-J99),Co. Dublin,158,0.105231469
2021,1,Other diseases of the respiratory system (J60-J99),Co. Dublin,159,0.105897491
2021,2,Other diseases of the respiratory system (J60-J99),Co. Dublin,168,0.111891689
2021,3,Other diseases of the respiratory system (J60-J99),Co. Dublin,179,0.11921793
2021,4,Other diseases of the respiratory system (J60-J99),Co. Dublin,180,0.119883952
2021,5,Other diseases of the respiratory system (J60-J99),Co. Dublin,192,0.127876216
2021,6,Other diseases of the respiratory system (J60-J99),Co. Dublin,213,0.141862677
2021,7,Other diseases of the respiratory system (J60-J99),Co. Dublin,184,0.12254804
2021,8,Other diseases of the respiratory system (J60-J99),Co. Dublin,158,0.105231469
2021,9,Other diseases of the respiratory system (J60-J99),Co. Dublin,175,0.116553843
2021,10,Other diseases of the respiratory system (J60-J99),Co. Dublin,167,0.111225667
2021,11,Other diseases of the respiratory system (J60-J99),Co. Dublin,202,0.134536435
2021,12,Other diseases of the respiratory system (J60-J99),Co. Dublin,203,0.135202457
2022,1,Other diseases of the respiratory system (J60-J99),Co. Dublin,179,0.11921793
2022,2,Other diseases of the respiratory system (J60-J99),Co. Dublin,180,0.119883952
2022,3,Other diseases of the respiratory system (J60-J99),Co. Dublin,180,0.119883952
2022,4,Other diseases of the respiratory system (J60-J99),Co. Dublin,197,0.131206326
2022,5,Other diseases of the respiratory system (J60-J99),Co. Dublin,192,0.127876216
2022,6,Other diseases of the respiratory system (J60-J99),Co. Dublin,185,0.123214062
2022,7,Other diseases of the respiratory system (J60-J99),Co. Dublin,177,0.117885887
2022,8,Other diseases of the respiratory system (J60-J99),Co. Dublin,171,0.113889755
2022,9,Other diseases of the respiratory system (J60-J99),Co. Dublin,161,0.107229535
2022,10,Other diseases of the respiratory system (J60-J99),Co. Dublin,185,0.123214062
2022,11,Other diseases of the respiratory system (J60-J99),Co. Dublin,198,0.131872348
2022,12,Other diseases of the respiratory system (J60-J99),Co. Dublin,192,0.127876216
2023,1,Other diseases of the respiratory system (J60-J99),Co. Dublin,206,0.137200523
2023,2,Other diseases of the respiratory system (J60-J99),Co. Dublin,201,0.133870413
2023,3,Other diseases of the respiratory system (J60-J99),Co. Dublin,225,0.14985494
2023,4,Other diseases of the respiratory system (J60-J99),Co. Dublin,204,0.135868479
2023,5,Other diseases of the respiratory system (J60-J99),Co. Dublin,197,0.131206326
2023,6,Other diseases of the respiratory system (J60-J99),Co. Dublin,176,0.117219865
2023,7,Other diseases of the respiratory system (J60-J99),Co. Dublin,202,0.134536435
2023,8,Other diseases of the respiratory system (J60-J99),Co. Dublin,192,0.127876216
2023,9,Other diseases of the respiratory system (J60-J99),Co. Dublin,175,0.116553843
2023,10,Other diseases of the respiratory system (J60-J99),Co. Dublin,195,0.129874282
2023,11,Other diseases of the respiratory system (J60-J99),Co. Dublin,182,0.121215996
2023,12,Other diseases of the respiratory system (J60-J99),Co. Dublin,196,0.130540304
2017,1,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,62,0.104502543
2017,2,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,58,0.097760443
2017,3,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,58,0.097760443
2017,4,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,59,0.099445968
2017,5,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,69,0.116301217
2017,6,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,57,0.096074918
2017,7,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,42,0.070792045
2017,8,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,51,0.085961769
2017,9,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,50,0.084276244
2017,10,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,45,0.07584862
2017,11,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,56,0.094389393
2017,12,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,37,0.062364421
2018,1,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,53,0.089332819
2018,2,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,53,0.089332819
2018,3,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,50,0.084276244
2018,4,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,48,0.080905194
2018,5,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,57,0.096074918
2018,6,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,55,0.092703868
2018,7,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,54,0.091018344
2018,8,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,57,0.096074918
2018,9,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,53,0.089332819
2018,10,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,68,0.114615692
2018,11,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,49,0.082590719
2018,12,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,42,0.070792045
2019,1,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,67,0.112930167
2019,2,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,68,0.114615692
2019,3,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,54,0.091018344
2019,4,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,58,0.097760443
2019,5,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,72,0.121357791
2019,6,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,74,0.124728841
2019,7,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,59,0.099445968
2019,8,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,61,0.102817018
2019,9,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,62,0.104502543
2019,10,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,55,0.092703868
2019,11,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,55,0.092703868
2019,12,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,49,0.082590719
2020,1,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,64,0.107873592
2020,2,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,84,0.14158409
2020,3,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,34,0.057307846
2020,4,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,6,0.010113149
2020,5,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,17,0.028653923
2020,6,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,39,0.06573547
2020,7,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,73,0.123043316
2020,8,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,36,0.060678896
2020,9,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,51,0.085961769
2020,10,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,51,0.085961769
2020,11,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,45,0.07584862
2020,12,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,47,0.079219669
2021,1,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,16,0.026968398
2021,2,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,20,0.033710498
2021,3,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,48,0.080905194
2021,4,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,49,0.082590719
2021,5,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,51,0.085961769
2021,6,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,64,0.107873592
2021,7,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,44,0.074163095
2021,8,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,50,0.084276244
2021,9,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,62,0.104502543
2021,10,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,56,0.094389393
2021,11,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,57,0.096074918
2021,12,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,43,0.07247757
2022,1,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,52,0.087647294
2022,2,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,41,0.06910652
2022,3,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,49,0.082590719
2022,4,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,50,0.084276244
2022,5,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,52,0.087647294
2022,6,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,59,0.099445968
2022,7,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,52,0.087647294
2022,8,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,54,0.091018344
2022,9,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,70,0.117986742
2022,10,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,64,0.107873592
2022,11,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,63,0.106188068
2022,12,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,48,0.080905194
2023,1,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,64,0.107873592
2023,2,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,62,0.104502543
2023,3,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,85,0.143269615
2023,4,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,49,0.082590719
2023,5,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,56,0.094389393
2023,6,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,47,0.079219669
2023,7,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,55,0.092703868
2023,8,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,62,0.104502543
2023,9,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,68,0.114615692
2023,10,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,60,0.101131493
2023,11,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,66,0.111244642
2023,12,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Cork,49,0.082590719
2017,1,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,173,0.115221799
2017,2,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,215,0.143194721
2017,3,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,227,0.151186984
2017,4,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,177,0.117885887
2017,5,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,231,0.153851072
2017,6,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,184,0.12254804
2017,7,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,187,0.124546106
2017,8,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,192,0.127876216
2017,9,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,175,0.116553843
2017,10,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,152,0.101235338
2017,11,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,200,0.133204392
2017,12,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,143,0.09524114
2018,1,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,191,0.127210194
2018,2,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,152,0.101235338
2018,3,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,176,0.117219865
2018,4,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,170,0.113223733
2018,5,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,224,0.149188919
2018,6,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,174,0.115887821
2018,7,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,178,0.118551908
2018,8,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,181,0.120549974
2018,9,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,162,0.107895557
2018,10,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,214,0.142528699
2018,11,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,217,0.144526765
2018,12,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,142,0.094575118
2019,1,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,196,0.130540304
2019,2,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,163,0.108561579
2019,3,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,195,0.129874282
2019,4,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,215,0.143194721
2019,5,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,206,0.137200523
2019,6,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,182,0.121215996
2019,7,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,221,0.147190853
2019,8,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,193,0.128542238
2019,9,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,212,0.141196655
2019,10,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,242,0.161177314
2019,11,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,215,0.143194721
2019,12,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,149,0.099237272
2020,1,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,199,0.13253837
2020,2,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,199,0.13253837
2020,3,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,126,0.083918767
2020,4,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,8,0.005328176
2020,5,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,23,0.015318505
2020,6,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,79,0.052615735
2020,7,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,152,0.101235338
2020,8,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,134,0.089246942
2020,9,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,184,0.12254804
2020,10,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,175,0.116553843
2020,11,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,161,0.107229535
2020,12,"Other diseases of upper respiratory tract (J30-J34, J36-J39)",Co. Dublin,123,0.081920701
